job_id,display_name,category,status,priority,evidence,source_url,reference_traits,observation,recommendation,reviewed_image,master_sha256,master_px,capture_px,capture_path,accepted_version,generation_model_record,contact_sheet,tile
JOB-0011,Gnoll,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\gnoll.png,b1c9e60abda57ce315c9598f8b92b49e6300292999653b6b0ecabab6e821ea82,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\gnoll.png,1,gpt-image-2 (Codex built-in),sheets/sheet-01.png,11
JOB-0012,Goblin,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\goblin.png,5e87892f24650334169b6c422d2b6698793369d60f7d6023675c31b60ec1e080,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\goblin.png,1,gpt-image-2 (Codex built-in),sheets/sheet-01.png,12
JOB-0013,Half-Ogre,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\half-ogre.png,e4e9195e5e6c8a7c952fd79fffedffdf1a5e458ff892128d87494991996adf51,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\half-ogre.png,1,gpt-image-2 (Codex built-in),sheets/sheet-02.png,1
JOB-0014,Half-Orc,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\half-orc.png,5896a104217d40d25a2133d5192701400ec26b6387b4f65236a6dd8a27953ee5,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\half-orc.png,1,gpt-image-2 (Codex built-in),sheets/sheet-02.png,2
JOB-0015,Hobgoblin,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\hobgoblin.png,6c2e1321e5262d34da2a8c2ecea1c9d65beccfa4604f7836fc75612a7b5d5ac9,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\hobgoblin.png,1,gpt-image-2 (Codex built-in),sheets/sheet-02.png,3
JOB-0016,Hydra,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\hydra.png,0102263cfdfeae2e7a7f0410d4b0c0386c970b12a595de4ec529184226c82d56,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\hydra.png,1,gpt-image-2 (Codex built-in),sheets/sheet-02.png,4
JOB-0017,"Lizard, Fire",creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\lizard-fire.png,b4964fbf10136cc38af4873ec05a80949379864e6f9048f87d3ab1b1295eeaf1,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\lizard-fire.png,2,unreported (Codex built-in),sheets/sheet-02.png,5
JOB-0018,"Lizard, Minotaur",creatures,IDENTITY_REVIEW,P2,local_visual_only,,,Minotaur lizard rendered bull-headed quadruped; older-edition name needs reference.,Resolve original book/edition and canonical identity before a reroll or duplicate addition.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\lizard-minotaur.png,0a1985e6436e407901e8e1782419f6723df6955ef52f9a619442abf89edcf0dd,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\lizard-minotaur.png,1,gpt-image-2 (Codex built-in),sheets/sheet-02.png,6
JOB-0019,Lizardman,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\lizardman.png,caac6d7d37aac3fb963dde1f5cd5683a3c010120dabd37367d7fe4e5c68f76bf,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\lizardman.png,1,gpt-image-2 (Codex built-in),sheets/sheet-02.png,7
JOB-0020,Minotaur,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\minotaur.png,8553e4c359834a8b679144058498c8963f01263e2709aed970d69bd4ce401ced,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\minotaur.png,1,gpt-image-2 (Codex built-in),sheets/sheet-02.png,8
JOB-0021,Ogre,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\ogre.png,0466cd0b9f136e163fc3988d5e1432eb72fd288a9a04fbb368acd3d5367fa48a,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\ogre.png,1,gpt-image-2 (Codex built-in),sheets/sheet-02.png,9
JOB-0022,Orc,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\orc.png,ff8afa44e6a8977d521112175ac707fac10dad911d448f43d2dba63470c9380c,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\orc.png,1,gpt-image-2 (Codex built-in),sheets/sheet-02.png,10
JOB-0023,Troll,creatures,WATCHLIST,P2,local_visual_only,,,Troll heavily armored/stocky rather than lean long-nosed troll.,"Check at full size and against intended edition; no automatic retirement for pose, occlusion, costume, or style alone.",C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\troll.png,254758b76d2968c9967c4767eb177d434e4087173c1444379ef79466e7bcf17c,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\troll.png,1,gpt-image-2 (Codex built-in),sheets/sheet-02.png,11
JOB-0024,Dwarf,races,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\races\dwarf.png,39f986b72bb5fa7eb886351a7f69d09aa103fb2185b977b139d98dfd86ff43d0,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\races\dwarf.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-01.png,1
JOB-0025,Elf,races,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\races\elf.png,007c7f2f84c89cf267f90dcd4e9912371ecf5ef74a430535c94c9363fd96c816,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\races\elf.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-01.png,2
JOB-0026,Gnome,races,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\races\gnome.png,ebfadae54dad6b329b89ee6e34da7995e4de93adc5d34f8d47be47884cf3ca8a,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\races\gnome.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-01.png,3
JOB-0027,Half-Elf,races,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\races\half-elf.png,b1d3cdff9ac72301b3ae130fa1d7681dc31079b44c55172a732bac9b7c5accb2,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\races\half-elf.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-01.png,4
JOB-0028,Halfling,races,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\races\halfling.png,4a148eab00e4aac75d40d2eb67f24f5c7bbbe3ed005300ea6900e63d3d0ab148,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\races\halfling.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-01.png,5
JOB-0029,Human,races,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\races\human.png,9e21888c7d87ecc0cdf1ff523ddb2eeca021c57f6aa6e549945bc6e6037021ad,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\races\human.png,1,gpt-image-2 (Codex built-in),other-sheets/sheet-01.png,6
JOB-0030,Aerial Servant,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\aerial-servant.png,cec29fab24e69a3d9ddbf28467e14c2e70abb099e3c8a63019ab501bbcb78a27,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\aerial-servant.png,1,gpt-image-2 (Codex built-in),sheets/sheet-02.png,12
JOB-0031,Air Elemental,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\air-elemental.png,d2b910f4e8969f25baa4e3d96a7853c7165556f160801cf136c1e90f894e02b8,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\air-elemental.png,1,gpt-image-2 (Codex built-in),sheets/sheet-03.png,1
JOB-0032,Basilisk,creatures,PRIORITY_REVIEW,P1,official_art_viewed,https://www.dndbeyond.com/monsters/16801-basilisk,"Low, broad reptile with multiple pairs of legs.",Basilisk rendered four-legged reptile; eight-legged identity absent.,"Claude should inspect the original with the cited reference or intended-edition source, correct the brief, and decide whether to retire/requeue.",C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\basilisk.png,ac993b1e00c5bd89fa49f61fc1af34d9318b2c7f5ab94e571fcc9e9448fc3861,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\basilisk.png,1,gpt-image-2 (Codex built-in),sheets/sheet-03.png,2
JOB-0033,Behir,creatures,RETIRED,P0,official_art_viewed,https://www.dndbeyond.com/monsters/16804-behir,"Long blue serpentine body, repeated short legs along the body, curled horns.","Rejected v2 Behir has only a few forebody legs, generic spiky brown-black dragon head; official art has long blue body with legs along its length. Active master missing; already retired.",Already retired. Reviewer should correct anatomical brief and authorize a new generation; do not restore this rejected image.,C:\Projects\FoundryVTT\DakksUltimateTokens\_superseded\creatures\behir-2026-09-05-polish-v2-rejected-legs.png,0e2a8cffaf81d831876ef0f1374474bfa2f297377d350e2335d8e6c513dff9f5,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\_superseded\creatures\behir-2026-09-05-polish-v2-rejected-legs-capture.png,rejected polish v2,unreported (Codex built-in),,
JOB-0034,Black Pudding,creatures,PRIORITY_REVIEW,P1,official_art_viewed,https://www.dndbeyond.com/monsters/16808-black-pudding,Amorphous black ooze; the humanoid seen in this artwork is an engulfed victim.,Black Pudding has distinct head eyes toothy mouth and arm-like limbs.,"Claude should inspect the original with the cited reference or intended-edition source, correct the brief, and decide whether to retire/requeue.",C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\black-pudding.png,e328e2a7c9ee3cdf64ddce92654a57a99a1e2a291f28a3a6028dcc7cb371ef1b,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\black-pudding.png,1,gpt-image-2 (Codex built-in),sheets/sheet-03.png,3
JOB-0035,Brown Pudding,creatures,IDENTITY_REVIEW,P2,local_visual_only,,,Brown Pudding has toothy face and defined limbs.,Resolve original book/edition and canonical identity before a reroll or duplicate addition.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\brown-pudding.png,6d35a280855ac964c6a0caa2106f1dff38f1b2eecc942d9142fe5175edea9b90,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\brown-pudding.png,1,gpt-image-2 (Codex built-in),sheets/sheet-03.png,4
JOB-0036,Brownie,creatures,IDENTITY_REVIEW,P2,local_visual_only,,,Brownie portrayed goblinlike armored creature.,Resolve original book/edition and canonical identity before a reroll or duplicate addition.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\brownie.png,9ff5f944ebf53c00247123baff7802eb6670d015bfcf6a7b53f7363515df8543,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\brownie.png,1,gpt-image-2 (Codex built-in),sheets/sheet-03.png,5
JOB-0037,Centaur,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\centaur.png,859482e8779ef477be1ed410c438b03944a2db4f03798a1bc00eaefdb89104a4,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\centaur.png,1,gpt-image-2 (Codex built-in),sheets/sheet-03.png,6
JOB-0038,Clay Golem,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\clay-golem.png,6f89470c402e82dc1dd04d66e67b00e46a94294b5f58efa6cb4e95c7de7f526b,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\clay-golem.png,1,gpt-image-2 (Codex built-in),sheets/sheet-03.png,7
JOB-0039,Cockatrice,creatures,PRIORITY_REVIEW,P1,official_art_viewed,https://www.dndbeyond.com/monsters/16828-cockatrice,Two bird legs plus wings; avian body and rooster-like head.,"Cockatrice has separate foreclaws/hindlegs plus wings, mostly dragon body.","Claude should inspect the original with the cited reference or intended-edition source, correct the brief, and decide whether to retire/requeue.",C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\cockatrice.png,a4019da81cb74d81c3c0fc470db680c32ea151ae125c0d85012f2f9d9524dac5,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\cockatrice.png,1,gpt-image-2 (Codex built-in),sheets/sheet-03.png,8
JOB-0040,Corpse Ravager,creatures,IDENTITY_REVIEW,P2,local_visual_only,,,Corpse Ravager tentacled floating maw; clarify source/name.,Resolve original book/edition and canonical identity before a reroll or duplicate addition.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\corpse-ravager.png,6f730faff9682c00182eecdcd1a7e31ed74e1679dacfd2f8ae233999d85bdba7,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\corpse-ravager.png,1,gpt-image-2 (Codex built-in),sheets/sheet-03.png,9
JOB-0041,Couatl,creatures,PRIORITY_REVIEW,P1,official_art_viewed,https://www.dndbeyond.com/monsters/16832-couatl,Feathered-winged snake without walking limbs.,Couatl rendered legged feathered dragon instead of winged serpent.,"Claude should inspect the original with the cited reference or intended-edition source, correct the brief, and decide whether to retire/requeue.",C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\couatl.png,dca98a2beea14bdc7cb61d77be0121dfe4f129316d6791c2bbc4c26314363f80,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\couatl.png,1,gpt-image-2 (Codex built-in),sheets/sheet-03.png,10
JOB-0042,Djinni,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\djinni.png,c6de92a0561b3653c087203ba9f29262417328b5cdd5311693bd27519abd7d11,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\djinni.png,1,gpt-image-2 (Codex built-in),sheets/sheet-03.png,11
JOB-0043,Dretch,creatures,PRIORITY_REVIEW,P1,official_art_viewed,https://www.dndbeyond.com/monsters/16846-dretch,"Squat fleshy demon, rather than an armored reptilian warrior.",Dretch rendered armored reptile.,"Claude should inspect the original with the cited reference or intended-edition source, correct the brief, and decide whether to retire/requeue.",C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\dretch.png,b5cabc0c10b3b69b9e92e162e15156d23f4ab9927ae799cb279d9b4965da32cf,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\dretch.png,1,gpt-image-2 (Codex built-in),sheets/sheet-03.png,12
JOB-0044,Dryad,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\dryad.png,68434e56120811c7b5b243a73b865e37580439c4b0c757aedc558c0d2a34e2b4,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\dryad.png,1,gpt-image-2 (Codex built-in),sheets/sheet-04.png,1
JOB-0045,Earth Elemental,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\earth-elemental.png,e674f668255bff5815a994d63af0a4c66e5cfd1785989d0db733318dbd10954a,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\earth-elemental.png,1,gpt-image-2 (Codex built-in),sheets/sheet-04.png,2
JOB-0046,Efreeti,creatures,PRIORITY_REVIEW,P1,official_art_viewed,https://www.dndbeyond.com/monsters/16854-efreeti,Humanoid fire genie; no bat wings in reference.,"Efreeti has bat wings, resembles devil.","Claude should inspect the original with the cited reference or intended-edition source, correct the brief, and decide whether to retire/requeue.",C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\efreeti.png,cd436a0bee3659c7224499d62780ab5c6978d852f328eea846b22b7b07a42edd,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\efreeti.png,1,gpt-image-2 (Codex built-in),sheets/sheet-04.png,3
JOB-0047,Ettin,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\ettin.png,b174067d660a1422d9b86f520799027881d51905e635e606de113e1cfe4170f4,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\ettin.png,1,gpt-image-2 (Codex built-in),sheets/sheet-04.png,4
JOB-0048,Flesh Golem,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\flesh-golem.png,54532ec9f23c443094912a6142b0d1c4cbff19c251e3a2d6ddcc97c18e52f4d0,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\flesh-golem.png,1,gpt-image-2 (Codex built-in),sheets/sheet-04.png,5
JOB-0049,Gazer,creatures,IDENTITY_REVIEW,P2,local_visual_only,,,"Large winged, many-eyestalk Gazer may be an older renamed beholder concept. Modern DDB Gazer is a different candidate; resolve identity before deciding anatomy or adding Beholder.",Resolve original book/edition and canonical identity before a reroll or duplicate addition.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\gazer.png,670d1176118f0757dbea2b20ba7646fe1dcbc134e177b7db50851ac7a5fa18f7,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\gazer.png,1,gpt-image-2 (Codex built-in),sheets/sheet-04.png,6
JOB-0050,Ghast,creatures,SCREENED,,local_visual_only,,,No obvious gross subject mismatch found in contact-sheet screening.,No reroll proposed by this sweep; this is not exhaustive canon certification.,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\creatures\ghast.png,b2066245e7b3e1f7b418cf6ff34ca01f1478cae18c2a39a0d9037aaabb436634,1254x1254,1254x1254,C:\Projects\FoundryVTT\DakksUltimateTokens\masters\_captures\creatures\ghast.png,1,gpt-image-2 (Codex built-in),sheets/sheet-04.png,7
